tick,wind,sun,s2,s3,s4,s6,s7,s8,s9,sB,sC,sD,sE,sF,sG,sH,sI,sJ,sK,sM,sN,sO,a1,a2,a3,a4,a5,a6,a7,a8,a9,aA,aB,aC,aD,aE,aF,aG
0,2.4669580560976945,-0.10093645729385381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.9606012336055665,0.34678392286524595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.773701333495438,-6.012667549710282e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.827808577044357,-0.40623576674917483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7462298274040222e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.199953143710598,0.43510691734744844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940696716308594e-4,3.0174851417541504e-3,4.71482053399086e-5,1.7462298274040222e-6,0.0,0.0,1.3969838619232178e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.678998008972594,-0.237900619779573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859385520219803e-2,1.859385520219803e-2,1.7462298274040222e-6,2.3242319002747536e-3,1.3969838619232178e-5,0.0,2.3242319002747536e-3,1.3969838619232178e-5,0.0,1.3969838619232178e-5,0.0,1.7462298274040222e-6,0.0,0.0,1.7462298274040222e-6,0.0
6,4.437915853480384,-8.76696383008575e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25887992605567e-2,4.71482053399086e-2,1.7462298274040222e-6,4.791654646396637e-3,0.0,0.0,4.791654646396637e-3,1.1175870895385742e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.363200620441379,0.4269713044465965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11175870895385742,0.14875084161758423,2.1827872842550278e-4,2.124637831002474e-2,0.0,0.0,3.0691735446453094e-2,5.989568307995796e-4,1.7462298274040222e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3.8665264048560646,0.15163666348047933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4161754623055458,0.5989568307995796,3.771856427192688e-4,0.1388374948874116,1.2730015441775322e-3,0.0,0.19311904907226563,8.579227142035961e-3,4.71482053399086e-5,3.771856427192688e-4,1.3969838619232178e-5,1.1175870895385742e-4,0.0,0.0,0.0,1.7462298274040222e-6
9,4.186357262005146,-4.257126727595928e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30666589736938477,0.5736522143706679,1.3969838619232178e-5,0.1293746754527092,3.836466930806637e-3,0.0,0.12035190593451262,4.791654646396637e-3,0.0,1.7462298274040222e-6,0.0,0.0,0.0,0.0,0.0,0.0
10,4.4352030322687765,0.3818932357577074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30666589736938477,0.5020340904593468,0.0,0.11175870895385742,5.893525667488575e-3,0.0,0.12035190593451262,8.940696716308594e-4,0.0,1.3969838619232178e-5,0.0,0.0,0.0,0.0,0.0,0.0
11,3.681841970855923,0.4218572790880569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905289875343442,0.5736522143706679,0.0,0.1388374948874116,1.1977390386164188e-2,0.0,0.1388374948874116,5.989568307995796e-4,1.3969838619232178e-5,4.71482053399086e-5,0.0,0.0,0.0,0.0,0.0,0.0
12,4.936485142354317,0.6129042877919728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054421929642558,0.43663952965289354,1.7462298274040222e-6,0.1035846071317792,1.617183443158865e-2,0.0,8.845177944749594e-2,5.989568307995796e-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5.9073936983854445,1.027379261685879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233895404264331,0.5490705370903015,1.7462298274040222e-6,0.15912519302219152,1.859385520219803e-2,0.0,0.15912519302219152,4.791654646396637e-3,0.0,4.71482053399086e-5,0.0,1.7462298274040222e-6,0.0,0.0,1.7462298274040222e-6,0.0
14,4.434945824743052,1.7160198979343777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8286768570542336,1.1900067329406738,0.0,0.5490705370903015,4.25887992605567e-2,0.0,0.4795583663508296,3.0691735446453094e-2,8.940696716308594e-4,3.0174851417541504e-3,0.0,1.7462298274040222e-3,0.0,0.0,1.3969838619232178e-5,0.0
15,4.417008368229944,2.2690207426285824,0.0,0.0,0.0,0.0,0.1171875,0.2490234375,0.1171875,0.0,0.1171875,0.1171875,0.1171875,0.0,0.0,0.1171875,0.2490234375,5.859375e-2,0.0,0.17578125,0.1171875,0.0,0.7665529847145081,0.9984715143218637,1.7462298274040222e-6,0.3586389357224107,3.0691735446453094e-2,0.0,0.4161754623055458,3.0691735446453094e-2,8.940696716308594e-4,8.940696716308594e-4,0.0,1.7462298274040222e-3,0.0,0.0,0.0,0.0
16,5.152896834337776,2.9824541455694957,0.498046875,0.6884765625,0.8056640625,0.6884765625,0.99609375,1.1279296875,1.0107421875,0.5712890625,0.99609375,1.0107421875,1.0107421875,0.6884765625,0.556640625,0.99609375,1.1865234375,0.9521484375,0.380859375,1.0693359375,1.0693359375,0.87890625,0.5736522143706679,0.7665529847145081,0.0,0.19311904907226563,2.4139881134033203e-2,0.0,0.2599734580144286,2.7284841053187847e-2,4.71482053399086e-5,4.71482053399086e-5,1.7462298274040222e-6,3.771856427192688e-4,0.0,0.0,0.0,0.0
17,5.330347540140585,3.4324357537147754,0.9375,1.0693359375,1.259765625,1.0693359375,1.435546875,1.5673828125,1.3916015625,0.87890625,1.376953125,1.4501953125,1.3916015625,1.0693359375,0.87890625,1.376953125,1.6259765625,1.3916015625,0.6884765625,1.435546875,1.5087890625,1.318359375,0.624994863756001,0.8609594078734517,0.0,0.30666589736938477,3.437104169279337e-2,0.0,0.30666589736938477,3.437104169279337e-2,2.1827872842550278e-4,1.3969838619232178e-5,0.0,3.771856427192688e-4,0.0,0.0,0.0,1.7462298274040222e-6
18,5.454416867830234,4.022595736566562,1.5673828125,1.7578125,1.8896484375,1.6259765625,2.0654296875,2.1826171875,2.021484375,1.3916015625,2.0068359375,2.080078125,2.021484375,1.6259765625,1.435546875,2.0068359375,2.255859375,1.9775390625,1.259765625,2.138671875,2.138671875,1.9482421875,0.8609594078734517,1.1900067329406738,0.0,0.4161754623055458,2.4139881134033203e-2,0.0,0.43663952965289354,5.2021932788193226e-2,2.1827872842550278e-4,4.791654646396637e-3,0.0,5.989568307995796e-4,0.0,1.7462298274040222e-6,4.71482053399086e-5,1.3969838619232178e-5
19,5.047950402518314,5.5383870961921655,3.193359375,3.4716796875,3.5888671875,3.076171875,3.7060546875,3.8818359375,3.6767578125,2.783203125,3.57421875,3.720703125,3.662109375,3.1494140625,2.8857421875,3.6328125,4.013671875,3.69140625,2.666015625,3.779296875,3.8525390625,3.662109375,0.7076142355799675,1.8531130626797676,4.71482053399086e-5,0.624994863756001,6.275426130741835e-2,0.0,0.4795583663508296,5.2021932788193226e-2,2.3242319002747536e-3,3.0174851417541504e-3,0.0,3.771856427192688e-4,0.0,0.0,0.0,2.1827872842550278e-4
