Солнце: 1,Солнце: 2,Солнце: 3,Солнце: 4,Солнце: 5,Солнце: 6,Солнце: 7,Солнце: 8,Ветер: 1,Ветер: 2,Ветер: 3,Ветер: 4,Ветер: 5,Ветер: 6,Ветер: 7,Ветер: 8,Больницы: 1,Больницы: 2,Больницы: 3,Больницы: 4,Больницы: 5,Больницы: 6,Больницы: 7,Больницы: 8,Заводы: 1,Заводы: 2,Заводы: 3,Заводы: 4,Заводы: 5,Заводы: 6,Заводы: 7,Заводы: 8,Дома А: 1,Дома А: 2,Дома А: 3,Дома А: 4,Дома А: 5,Дома А: 6,Дома А: 7,Дома А: 8,Дома Б: 1,Дома Б: 2,Дома Б: 3,Дома Б: 4,Дома Б: 5,Дома Б: 6,Дома Б: 7,Дома Б: 8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.011297320247273,8.011297320247273,8.011297320247273,8.011297320247273,8.011297320247273,8.011297320247273,8.011297320247273,8.011297320247273,1.2752037062995702,1.2983729167177582,1.295174429526177,1.275308169730116,1.18046457698665,1.094406996621499,1.19370135029767,1.11163849725313,4.370575459616567,4.030762658623936,4.231110314830997,4.06521650303399,4.39501006989531,4.083112733798793,4.306923949557965,4.386396585141248,1.2701577303666378,1.7034348369084031,1.541053511199815,1.5166027425383846,1.2699570442313077,1.2893679170896497,1.345014692605317,1.469698633202041,1.172279655904431,0.8492573079459436,0.7694752896217046,0.9770558588158538,0.9066201920785828,0.8832332919467929,0.933403923139997,1.2031101468748855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.489965953877572,8.489965953877572,8.489965953877572,8.489965953877572,8.489965953877572,8.489965953877572,8.489965953877572,8.489965953877572,1.0757864056059074,1.2585340498353608,1.25508543979333,1.207440924578455,1.1940105689056921,1.1304357448733435,1.283075134122718,1.2160500311254847,4.118608407745671,4.117224591012624,4.399101919680993,4.1717812456883445,4.189884145762299,4.3745315840539565,4.32227216802958,4.383032285536862,0.9977430798423171,0.977990832728873,0.8718728773178023,1.3238838286657364,1.182051978312023,0.8674052828106957,0.9685425748341118,1.1859366774633167,1.0235397034312848,0.8203976804994972,0.7895019554636369,0.7790576185608534,0.7605456473815735,1.0175675934596415,1.1481024982781218,0.8678040732292336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82438150380902,9.82438150380902,9.82438150380902,9.82438150380902,9.82438150380902,9.82438150380902,9.82438150380902,9.82438150380902,0.9955244944412831,0.9546278944502383,0.9668807593135599,0.9678131839071548,0.9717027084033159,1.0990301710390669,0.9338490195136433,0.9335767340530011,4.633639009960322,4.596161236420509,4.5023366138248075,4.2931156746766606,4.608307955562424,4.192908991702311,4.227832692523317,4.3156652611012,0.6297055151264659,0.6156301790996266,0.8140900282896737,0.6832664785521887,0.6704675399579967,0.5757467672202796,0.7106212210415822,0.920558950210811,0.8893632506098068,0.8156895791782195,0.7280864996557646,0.5677337296094912,0.8066123174233308,0.6209484063524535,0.551977057643535,0.9975848248203245
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90257796618738,10.90257796618738,10.90257796618738,10.90257796618738,10.90257796618738,10.90257796618738,10.90257796618738,10.90257796618738,0.7083904424086106,0.9088723640183543,0.8202097989232837,0.9200581489620953,0.9033197614690985,0.8847495584987879,0.9133879070679176,0.82321957493689,4.38391392476322,4.618883041906769,4.56812069086516,4.302981594498668,4.590680223817378,4.487367943604655,4.478693705599344,4.395717664573244,1.0442118495551378,0.9886214731606731,0.5533924763210434,0.6507766467042126,0.9092619740628438,0.7114509908704669,0.7900170212752833,0.7411507424337593,0.5724276313204344,0.6606345391588058,0.7109126881179295,0.9317593596322014,0.8820776292761439,0.7949194888602209,0.8974661144962748,0.7134881682886908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.858153236976351,10.858153236976351,10.858153236976351,10.858153236976351,10.858153236976351,10.858153236976351,10.858153236976351,10.858153236976351,0.5409130800341162,0.6405858734135594,0.5190774697385416,0.7092052017653859,0.6094208840843549,0.6616052227293989,0.5962179168343438,0.589303328835761,4.374023757874958,4.754153838510736,4.364219821600496,4.477193598847102,4.5405540109956215,4.609968554998008,4.481787434818184,4.390121447610625,0.8260431182443482,0.6319717641321179,0.9366238862524383,0.7524370206745803,0.785808135380053,0.9468651579638494,0.5051349245938226,0.7730611429669518,0.5937845409101152,0.9548171379478767,0.650567275670179,0.6994184411795497,0.5587581277953344,0.7206236485228241,0.6524970127431584,0.7082307224584885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.507610319333402,10.507610319333402,10.507610319333402,10.507610319333402,10.507610319333402,10.507610319333402,10.507610319333402,10.507610319333402,0.5097072106086684,0.5974515848000498,0.607999072294015,0.7115935394562958,0.6534187238819555,0.7011538478514651,0.5203583137127371,0.6706172038175527,4.727779941324053,4.743026333569163,4.458991201001222,4.692896272635567,4.6636610374341485,4.396650183430727,4.65108034271231,4.360289502509154,0.8361723997577412,0.6472213724885514,0.8697099693834045,0.6666983628752906,0.7809022923025515,0.9352779801114091,0.5001877210528691,0.7687834130436917,0.7667192475533173,0.9783982542672283,0.9483435706162471,1.103713000033152,0.892421764200931,0.805706690670074,0.7542395098848991,0.8617520983047575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.775499653575618,10.775499653575618,10.775499653575618,10.775499653575618,10.775499653575618,10.775499653575618,10.775499653575618,10.775499653575618,0.7922747260221946,0.8376342431854895,0.7860441991660103,0.9111131011210951,0.9248143536244822,0.6866782788043059,0.7648688750518426,0.6829592526923196,4.75404314205205,4.806519268044336,4.94075225202401,4.527406680788261,4.480715314538163,4.777576560110092,4.942341682678018,4.457637065874436,0.5473530974230676,0.9350287423693768,0.856231602336678,0.8936976105024368,0.7652888420612386,0.511680844835386,0.8435955158279684,0.4510857597885917,1.062155187890016,0.7830895289315594,0.8466424032071678,0.7795769962781158,0.7478285735338499,1.0551872975933334,0.7092105428182918,0.8470639871427205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.059578569720228,11.059578569720228,11.059578569720228,11.059578569720228,11.059578569720228,11.059578569720228,11.059578569720228,11.059578569720228,0.9929930681083227,1.0562198444681001,0.9381242844770581,0.901563052784496,0.959784340029332,1.0106314695147711,1.0773134816352123,1.0213222489654628,4.835952320464428,4.689184519121229,4.65632591204388,5.012186241437194,4.705129601340974,4.850161575831121,4.982472473026676,4.65369120324003,0.9505619414558998,0.8385504416570819,0.7288601959355026,0.5982978803475633,0.8975701596670275,0.596288332938858,0.6946944729406217,0.8690851638649238,1.130756541485038,1.2211800953901768,1.1725733009809765,0.9678334842316565,1.0805406904693486,0.8868089468292386,0.7717285367597798,1.2298789082827264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.245267135310394,11.245267135310394,11.245267135310394,11.245267135310394,11.245267135310394,11.245267135310394,11.245267135310394,11.245267135310394,1.002981167477574,1.1035977251482896,1.0891267227813517,1.0024649963536498,0.9978128483059332,1.0734940312157086,0.9658645486355575,1.0147784490880591,5.065290357699696,5.131766896301034,5.058737053432456,4.751642473615843,4.749626756106471,5.046993654122921,4.9154575505612295,4.950473733202612,0.9607525407811994,0.67191247993204,0.843038816385369,0.9148927114537635,1.0164424130257494,0.9896614177634097,0.8488542072927197,0.9935272920982596,1.2049796540544169,1.0417126991291115,1.1420993891219946,1.041802430189103,1.03710695399852,0.9519173839517946,1.017084461777826,1.0785672350226319
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47677355678061,11.47677355678061,11.47677355678061,11.47677355678061,11.47677355678061,11.47677355678061,11.47677355678061,11.47677355678061,1.4746218192858112,1.3034195540002593,1.2798417675788665,1.3494819234309832,1.5090402943006493,1.4564230745488491,1.4899283386978495,1.5223603101198613,4.736636952773762,4.778229669255204,4.916371844929758,4.99349039054398,4.696695998907556,4.698129768635232,4.976174976872394,4.908289276617076,0.9606911970731772,0.7953541526050341,1.0726562239622286,0.6978622531404683,1.1276854595515078,0.682700530871212,0.923601151319391,0.761660611055111,1.229793200809909,1.320972486764365,0.9512251792506643,1.0740185965021574,1.1533079301377804,1.2761486683971306,0.9072528935213104,0.9566095475344683
